"Studien_jahr","Studie","Label","Wert","Wert_low","Wert_upp","n","var","sex","SDcasmin","agegr","bula","Fallzahl_gesamt","typ","stand","var_label","Indikator","Substrata"
2012,"GEDA12","Ja",0.7169,0.6876,0.7445,1534,"IAvszahn12","Männlich","Gesamt","30-44 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.754,0.7321,0.7747,2826,"IAvszahn12","Männlich","Gesamt","45-64 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7392,0.7056,0.7701,1530,"IAvszahn12","Männlich","Gesamt","65-79 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.648,0.5721,0.7172,196,"IAvszahn12","Männlich","Gesamt",">=80 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7418,0.7092,0.7719,907,"IAvszahn12","Weiblich","Gesamt","18-29 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.8551,0.8326,0.8751,1890,"IAvszahn12","Weiblich","Gesamt","30-44 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.843,0.8238,0.8604,3159,"IAvszahn12","Weiblich","Gesamt","45-64 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7765,0.7499,0.801,1912,"IAvszahn12","Weiblich","Gesamt","65-79 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.5372,0.4766,0.5967,344,"IAvszahn12","Weiblich","Gesamt",">=80 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7068,0.669,0.742,477,"IAvszahn12","Männlich","Einfache Bildung","Gesamt","Deutschland",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7679,0.7333,0.7992,822,"IAvszahn12","Männlich","Mittlere Bildung","Gesamt","Deutschland",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.798,0.7603,0.8311,543,"IAvszahn12","Männlich","Höhere Bildung","Gesamt","Deutschland",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7847,0.7515,0.8146,588,"IAvszahn12","Weiblich","Einfache Bildung","Gesamt","Deutschland",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.854,0.8306,0.8746,1471,"IAvszahn12","Weiblich","Mittlere Bildung","Gesamt","Deutschland",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8298,0.7786,0.8711,514,"IAvszahn12","Weiblich","Höhere Bildung","Gesamt","Deutschland",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.6175,0.5922,0.6421,1475,"IAvszahn12","Männlich","Einfache Bildung","Gesamt","Deutschland",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7226,0.7013,0.743,2992,"IAvszahn12","Männlich","Mittlere Bildung","Gesamt","Deutschland",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7675,0.7465,0.7873,2092,"IAvszahn12","Männlich","Höhere Bildung","Gesamt","Deutschland",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7046,0.682,0.7263,2161,"IAvszahn12","Weiblich","Einfache Bildung","Gesamt","Deutschland",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8254,0.8119,0.8382,5513,"IAvszahn12","Weiblich","Mittlere Bildung","Gesamt","Deutschland",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8572,0.8385,0.8742,2249,"IAvszahn12","Weiblich","Höhere Bildung","Gesamt","Deutschland",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.6359,0.6108,0.6603,1581,"IAvszahn12","Männlich","Einfache Bildung","Gesamt","Deutschland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7209,0.6998,0.7411,2945,"IAvszahn12","Männlich","Mittlere Bildung","Gesamt","Deutschland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7853,0.7664,0.803,2437,"IAvszahn12","Männlich","Höhere Bildung","Gesamt","Deutschland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7336,0.7122,0.754,2254,"IAvszahn12","Weiblich","Einfache Bildung","Gesamt","Deutschland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.8294,0.8154,0.8425,5576,"IAvszahn12","Weiblich","Mittlere Bildung","Gesamt","Deutschland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.8527,0.8356,0.8683,2490,"IAvszahn12","Weiblich","Höhere Bildung","Gesamt","Deutschland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.6503,0.6187,0.6807,1365,"IAvszahn12","Männlich","Einfache Bildung","Gesamt","Deutschland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7336,0.7135,0.7527,3092,"IAvszahn12","Männlich","Mittlere Bildung","Gesamt","Deutschland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.8034,0.7844,0.8212,2564,"IAvszahn12","Männlich","Höhere Bildung","Gesamt","Deutschland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7175,0.6855,0.7474,1739,"IAvszahn12","Weiblich","Einfache Bildung","Gesamt","Deutschland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.8295,0.8147,0.8433,4349,"IAvszahn12","Weiblich","Mittlere Bildung","Gesamt","Deutschland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.859,0.8389,0.8769,2112,"IAvszahn12","Weiblich","Höhere Bildung","Gesamt","Deutschland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7554,0.638,0.844,73,"IAvszahn12","Männlich","Gesamt","Gesamt","Schleswig-Holstein",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.724,0.555,0.8465,30,"IAvszahn12","Männlich","Gesamt","Gesamt","Hamburg",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7467,0.6808,0.8029,194,"IAvszahn12","Männlich","Gesamt","Gesamt","Niedersachsen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7264,0.4526,0.895,15,"IAvszahn12","Männlich","Gesamt","Gesamt","Bremen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7122,0.6632,0.7567,439,"IAvszahn12","Männlich","Gesamt","Gesamt","Nordrhein-Westfalen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7968,0.7157,0.8593,134,"IAvszahn12","Männlich","Gesamt","Gesamt","Hessen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7782,0.6922,0.8455,104,"IAvszahn12","Männlich","Gesamt","Gesamt","Rheinland-Pfalz",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.764,0.6994,0.8183,212,"IAvszahn12","Männlich","Gesamt","Gesamt","Baden-Württemberg",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7459,0.6907,0.7942,269,"IAvszahn12","Männlich","Gesamt","Gesamt","Bayern",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7446,0.5402,0.8786,21,"IAvszahn12","Männlich","Gesamt","Gesamt","Saarland",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.74,0.6398,0.8202,81,"IAvszahn12","Männlich","Gesamt","Gesamt","Berlin",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8096,0.6773,0.896,61,"IAvszahn12","Männlich","Gesamt","Gesamt","Brandenburg",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8093,0.6518,0.9058,35,"IAvszahn12","Männlich","Gesamt","Gesamt","Mecklenburg-Vorpommern",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8477,0.7388,0.9163,88,"IAvszahn12","Männlich","Gesamt","Gesamt","Sachsen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7391,0.5842,0.8511,37,"IAvszahn12","Männlich","Gesamt","Gesamt","Sachsen-Anhalt",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8421,0.7273,0.9143,49,"IAvszahn12","Männlich","Gesamt","Gesamt","Thüringen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8695,0.7688,0.9303,91,"IAvszahn12","Weiblich","Gesamt","Gesamt","Schleswig-Holstein",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7358,0.5129,0.8805,55,"IAvszahn12","Weiblich","Gesamt","Gesamt","Hamburg",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8521,0.7972,0.8941,243,"IAvszahn12","Weiblich","Gesamt","Gesamt","Niedersachsen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7739,0.484,0.9259,16,"IAvszahn12","Weiblich","Gesamt","Gesamt","Bremen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.797,0.753,0.8349,576,"IAvszahn12","Weiblich","Gesamt","Gesamt","Nordrhein-Westfalen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7957,0.7207,0.8547,190,"IAvszahn12","Weiblich","Gesamt","Gesamt","Hessen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7598,0.6526,0.8419,116,"IAvszahn12","Weiblich","Gesamt","Gesamt","Rheinland-Pfalz",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7794,0.7008,0.842,304,"IAvszahn12","Weiblich","Gesamt","Gesamt","Baden-Württemberg",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8552,0.7982,0.8981,412,"IAvszahn12","Weiblich","Gesamt","Gesamt","Bayern",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8464,0.6517,0.9419,29,"IAvszahn12","Weiblich","Gesamt","Gesamt","Saarland",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8099,0.7002,0.886,137,"IAvszahn12","Weiblich","Gesamt","Gesamt","Berlin",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.9251,0.8566,0.9623,98,"IAvszahn12","Weiblich","Gesamt","Gesamt","Brandenburg",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8243,0.6813,0.9115,51,"IAvszahn12","Weiblich","Gesamt","Gesamt","Mecklenburg-Vorpommern",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.9531,0.9027,0.978,121,"IAvszahn12","Weiblich","Gesamt","Gesamt","Sachsen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7503,0.5839,0.8655,63,"IAvszahn12","Weiblich","Gesamt","Gesamt","Sachsen-Anhalt",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.9142,0.8215,0.9611,71,"IAvszahn12","Weiblich","Gesamt","Gesamt","Thüringen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7255,0.6551,0.7862,228,"IAvszahn12","Männlich","Gesamt","Gesamt","Schleswig-Holstein",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.6299,0.5332,0.7171,122,"IAvszahn12","Männlich","Gesamt","Gesamt","Hamburg",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.6881,0.6445,0.7286,687,"IAvszahn12","Männlich","Gesamt","Gesamt","Niedersachsen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7181,0.513,0.8604,53,"IAvszahn12","Männlich","Gesamt","Gesamt","Bremen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.667,0.6374,0.6953,1508,"IAvszahn12","Männlich","Gesamt","Gesamt","Nordrhein-Westfalen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.6609,0.6105,0.708,484,"IAvszahn12","Männlich","Gesamt","Gesamt","Hessen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.6835,0.6246,0.737,311,"IAvszahn12","Männlich","Gesamt","Gesamt","Rheinland-Pfalz",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7057,0.6679,0.7408,792,"IAvszahn12","Männlich","Gesamt","Gesamt","Baden-Württemberg",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.702,0.6683,0.7335,982,"IAvszahn12","Männlich","Gesamt","Gesamt","Bayern",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7641,0.6533,0.8477,89,"IAvszahn12","Männlich","Gesamt","Gesamt","Saarland",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7202,0.6586,0.7744,317,"IAvszahn12","Männlich","Gesamt","Gesamt","Berlin",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.788,0.7231,0.8411,211,"IAvszahn12","Männlich","Gesamt","Gesamt","Brandenburg",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7073,0.5966,0.798,112,"IAvszahn12","Männlich","Gesamt","Gesamt","Mecklenburg-Vorpommern",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8127,0.7645,0.8529,323,"IAvszahn12","Männlich","Gesamt","Gesamt","Sachsen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.6998,0.6136,0.7739,141,"IAvszahn12","Männlich","Gesamt","Gesamt","Sachsen-Anhalt",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8014,0.7311,0.8569,199,"IAvszahn12","Männlich","Gesamt","Gesamt","Thüringen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7755,0.7068,0.832,367,"IAvszahn12","Weiblich","Gesamt","Gesamt","Schleswig-Holstein",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.771,0.6917,0.8347,225,"IAvszahn12","Weiblich","Gesamt","Gesamt","Hamburg",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8028,0.7686,0.833,958,"IAvszahn12","Weiblich","Gesamt","Gesamt","Niedersachsen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7271,0.606,0.8219,87,"IAvszahn12","Weiblich","Gesamt","Gesamt","Bremen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7552,0.7296,0.779,2257,"IAvszahn12","Weiblich","Gesamt","Gesamt","Nordrhein-Westfalen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.822,0.7848,0.8539,753,"IAvszahn12","Weiblich","Gesamt","Gesamt","Hessen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7566,0.7046,0.802,486,"IAvszahn12","Weiblich","Gesamt","Gesamt","Rheinland-Pfalz",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.824,0.7933,0.8509,1187,"IAvszahn12","Weiblich","Gesamt","Gesamt","Baden-Württemberg",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8072,0.779,0.8325,1482,"IAvszahn12","Weiblich","Gesamt","Gesamt","Bayern",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7642,0.6666,0.8401,134,"IAvszahn12","Weiblich","Gesamt","Gesamt","Saarland",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7847,0.7354,0.8269,425,"IAvszahn12","Weiblich","Gesamt","Gesamt","Berlin",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8507,0.7903,0.896,357,"IAvszahn12","Weiblich","Gesamt","Gesamt","Brandenburg",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.829,0.7354,0.8943,189,"IAvszahn12","Weiblich","Gesamt","Gesamt","Mecklenburg-Vorpommern",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8415,0.7932,0.8802,472,"IAvszahn12","Weiblich","Gesamt","Gesamt","Sachsen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7613,0.6813,0.8263,256,"IAvszahn12","Weiblich","Gesamt","Gesamt","Sachsen-Anhalt",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8558,0.7849,0.9061,288,"IAvszahn12","Weiblich","Gesamt","Gesamt","Thüringen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.6997,0.6315,0.7602,269,"IAvszahn12","Männlich","Gesamt","Gesamt","Schleswig-Holstein",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7672,0.6876,0.8314,183,"IAvszahn12","Männlich","Gesamt","Gesamt","Hamburg",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7357,0.6951,0.7726,699,"IAvszahn12","Männlich","Gesamt","Gesamt","Niedersachsen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.6523,0.4968,0.7809,49,"IAvszahn12","Männlich","Gesamt","Gesamt","Bremen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.6896,0.6601,0.7178,1511,"IAvszahn12","Männlich","Gesamt","Gesamt","Nordrhein-Westfalen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7098,0.663,0.7526,560,"IAvszahn12","Männlich","Gesamt","Gesamt","Hessen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7116,0.6578,0.7599,360,"IAvszahn12","Männlich","Gesamt","Gesamt","Rheinland-Pfalz",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7072,0.6707,0.7412,840,"IAvszahn12","Männlich","Gesamt","Gesamt","Baden-Württemberg",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7142,0.6835,0.743,1162,"IAvszahn12","Männlich","Gesamt","Gesamt","Bayern",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.6358,0.4878,0.7618,63,"IAvszahn12","Männlich","Gesamt","Gesamt","Saarland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.6787,0.6125,0.7385,292,"IAvszahn12","Männlich","Gesamt","Gesamt","Berlin",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7067,0.6295,0.7736,223,"IAvszahn12","Männlich","Gesamt","Gesamt","Brandenburg",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7047,0.6092,0.785,108,"IAvszahn12","Männlich","Gesamt","Gesamt","Mecklenburg-Vorpommern",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.8015,0.7441,0.8487,295,"IAvszahn12","Männlich","Gesamt","Gesamt","Sachsen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7567,0.6788,0.8208,146,"IAvszahn12","Männlich","Gesamt","Gesamt","Sachsen-Anhalt",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7742,0.7001,0.8344,203,"IAvszahn12","Männlich","Gesamt","Gesamt","Thüringen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7979,0.7409,0.8449,391,"IAvszahn12","Weiblich","Gesamt","Gesamt","Schleswig-Holstein",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7339,0.64,0.8106,240,"IAvszahn12","Weiblich","Gesamt","Gesamt","Hamburg",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7563,0.7186,0.7905,981,"IAvszahn12","Weiblich","Gesamt","Gesamt","Niedersachsen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7566,0.6131,0.8591,82,"IAvszahn12","Weiblich","Gesamt","Gesamt","Bremen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7908,0.7681,0.8118,2243,"IAvszahn12","Weiblich","Gesamt","Gesamt","Nordrhein-Westfalen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7678,0.7261,0.8049,815,"IAvszahn12","Weiblich","Gesamt","Gesamt","Hessen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.824,0.7797,0.861,497,"IAvszahn12","Weiblich","Gesamt","Gesamt","Rheinland-Pfalz",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.813,0.7834,0.8394,1328,"IAvszahn12","Weiblich","Gesamt","Gesamt","Baden-Württemberg",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
