"Jahr","Studie","Label","Wert","UKI","OKI","Fallzahl","var","Geschlecht","Bildung","Altersgruppe","Region","Fallzahl_gesamt","typ","stand","var_label","Indikator","Kennzahl","Standardisierung","Achsenbeschriftung","cut","Farbcode","Legende","invalid1","invalid2","invalidFall"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",60.45,59.02,61.86,6549,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Deutschland",10641,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",46.66,45.3,48.03,5420,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Deutschland",11773,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",60.49,59.43,61.54,12314,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Deutschland",20306,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",46.93,45.95,47.91,10844,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Deutschland",23675,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",61.98,60.33,63.61,3054,"PAueber","Gesamt","Einfache Bildung","Alle Altersgruppen","Deutschland",5155,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",47.04,45.83,48.25,4552,"PAueber","Gesamt","Mittlere Bildung","Alle Altersgruppen","Deutschland",10444,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",43.62,42.1,45.15,2219,"PAueber","Gesamt","Höhere Bildung","Alle Altersgruppen","Deutschland",5210,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",62.96,61.35,64.54,3153,"PAueber","Gesamt","Einfache Bildung","Alle Altersgruppen","Deutschland",5228,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",45.59,44.4,46.79,4506,"PAueber","Gesamt","Mittlere Bildung","Alle Altersgruppen","Deutschland",10450,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",45.56,44.13,46.99,2599,"PAueber","Gesamt","Höhere Bildung","Alle Altersgruppen","Deutschland",5888,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",63.52,61.56,65.44,2718,"PAueber","Gesamt","Einfache Bildung","Alle Altersgruppen","Deutschland",4259,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",47.84,46.52,49.16,4431,"PAueber","Gesamt","Mittlere Bildung","Alle Altersgruppen","Deutschland",9114,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",44.61,43.03,46.2,2626,"PAueber","Gesamt","Höhere Bildung","Alle Altersgruppen","Deutschland",5506,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",64.57,63.07,66.04,3593,"PAueber","Gesamt","Einfache Bildung","Alle Altersgruppen","Deutschland",5516,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",50.42,49.35,51.49,6262,"PAueber","Gesamt","Mittlere Bildung","Alle Altersgruppen","Deutschland",12691,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",45.45,43.93,46.99,2469,"PAueber","Gesamt","Höhere Bildung","Alle Altersgruppen","Deutschland",5533,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",63.49,61.39,65.54,2702,"PAueber","Gesamt","Einfache Bildung","Alle Altersgruppen","Deutschland",4199,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",51.03,49.64,52.43,5264,"PAueber","Gesamt","Mittlere Bildung","Alle Altersgruppen","Deutschland",9849,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",44.22,42.82,45.64,3974,"PAueber","Gesamt","Höhere Bildung","Alle Altersgruppen","Deutschland",8313,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",62.38,60.8,63.94,4662,"PAueber","Gesamt","Einfache Bildung","Alle Altersgruppen","Deutschland",7462,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",52.51,51.48,53.54,10266,"PAueber","Gesamt","Mittlere Bildung","Alle Altersgruppen","Deutschland",19047,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",44.35,43.36,45.35,8148,"PAueber","Gesamt","Höhere Bildung","Alle Altersgruppen","Deutschland",17332,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",27.06,25.31,28.89,939,"PAueber","Gesamt","Gesamt","18-29 Jahre","Deutschland",3702,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",46.47,44.83,48.12,2459,"PAueber","Gesamt","Gesamt","30-44 Jahre","Deutschland",5868,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",60.46,59.02,61.89,4038,"PAueber","Gesamt","Gesamt","45-64 Jahre","Deutschland",7327,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",66.65,64.46,68.76,2114,"PAueber","Gesamt","Gesamt","65-79 Jahre","Deutschland",3388,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",57.27,51.75,62.61,286,"PAueber","Gesamt","Gesamt",">=80 Jahre","Deutschland",553,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",26.59,24.9,28.34,928,"PAueber","Gesamt","Gesamt","18-29 Jahre","Deutschland",3741,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",48.71,47.09,50.33,2587,"PAueber","Gesamt","Gesamt","30-44 Jahre","Deutschland",5965,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",59.49,58.1,60.87,4271,"PAueber","Gesamt","Gesamt","45-64 Jahre","Deutschland",7831,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",65.02,62.86,67.12,2186,"PAueber","Gesamt","Gesamt","65-79 Jahre","Deutschland",3511,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",56.42,50.74,61.94,297,"PAueber","Gesamt","Gesamt",">=80 Jahre","Deutschland",543,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",27.28,25.18,29.48,672,"PAueber","Gesamt","Gesamt","18-29 Jahre","Deutschland",2578,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",47.47,45.45,49.5,1883,"PAueber","Gesamt","Gesamt","30-44 Jahre","Deutschland",4134,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",60.85,59.29,62.38,4150,"PAueber","Gesamt","Gesamt","45-64 Jahre","Deutschland",7102,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",63.67,61.5,65.8,2620,"PAueber","Gesamt","Gesamt","65-79 Jahre","Deutschland",4244,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",58.14,53.13,62.99,458,"PAueber","Gesamt","Gesamt",">=80 Jahre","Deutschland",844,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",30.15,28.27,32.09,1068,"PAueber","Gesamt","Gesamt","18-29 Jahre","Deutschland",3856,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",50.77,49.07,52.46,2459,"PAueber","Gesamt","Gesamt","30-44 Jahre","Deutschland",5283,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",60.13,58.93,61.32,5146,"PAueber","Gesamt","Gesamt","45-64 Jahre","Deutschland",8910,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",65.98,64.31,67.62,3060,"PAueber","Gesamt","Gesamt","65-79 Jahre","Deutschland",4658,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",58.2,54.46,61.84,617,"PAueber","Gesamt","Gesamt",">=80 Jahre","Deutschland",1084,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",31.93,29.29,34.7,624,"PAueber","Gesamt","Gesamt","18-29 Jahre","Deutschland",2073,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",49.5,47.21,51.79,1768,"PAueber","Gesamt","Gesamt","30-44 Jahre","Deutschland",3722,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",59.99,58.47,61.49,5045,"PAueber","Gesamt","Gesamt","45-64 Jahre","Deutschland",8864,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",64.47,62.55,66.34,3628,"PAueber","Gesamt","Gesamt","65-79 Jahre","Deutschland",5985,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",54.76,51.09,58.38,904,"PAueber","Gesamt","Gesamt",">=80 Jahre","Deutschland",1770,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",35.16,33.04,37.34,1111,"PAueber","Gesamt","Gesamt","18-29 Jahre","Deutschland",3438,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",51.43,49.7,53.16,3169,"PAueber","Gesamt","Gesamt","30-44 Jahre","Deutschland",6618,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",60.19,59.06,61.31,9356,"PAueber","Gesamt","Gesamt","45-64 Jahre","Deutschland",16465,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",60.8,59.48,62.1,6926,"PAueber","Gesamt","Gesamt","65-79 Jahre","Deutschland",12109,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",52.19,50.19,54.17,2596,"PAueber","Gesamt","Gesamt",">=80 Jahre","Deutschland",5351,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",31.68,29.04,34.44,540,"PAueber","Männlich","Gesamt","18-29 Jahre","Deutschland",1810,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",56.07,53.57,58.54,1306,"PAueber","Männlich","Gesamt","30-44 Jahre","Deutschland",2426,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",70.85,68.83,72.8,2105,"PAueber","Männlich","Gesamt","45-64 Jahre","Deutschland",3139,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",72.65,69.52,75.57,1028,"PAueber","Männlich","Gesamt","65-79 Jahre","Deutschland",1482,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",61.1,51.73,69.72,122,"PAueber","Männlich","Gesamt",">=80 Jahre","Deutschland",204,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",21.99,19.82,24.32,399,"PAueber","Weiblich","Gesamt","18-29 Jahre","Deutschland",1892,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",36.5,34.48,38.57,1153,"PAueber","Weiblich","Gesamt","30-44 Jahre","Deutschland",3442,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",49.88,47.91,51.84,1933,"PAueber","Weiblich","Gesamt","45-64 Jahre","Deutschland",4188,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",61.99,58.96,64.94,1086,"PAueber","Weiblich","Gesamt","65-79 Jahre","Deutschland",1906,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",55.16,48.29,61.84,164,"PAueber","Weiblich","Gesamt",">=80 Jahre","Deutschland",349,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",32.01,29.44,34.68,543,"PAueber","Männlich","Gesamt","18-29 Jahre","Deutschland",1792,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",60.19,57.76,62.56,1439,"PAueber","Männlich","Gesamt","30-44 Jahre","Deutschland",2527,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",69.35,67.35,71.27,2217,"PAueber","Männlich","Gesamt","45-64 Jahre","Deutschland",3327,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",69.55,66.44,72.49,1126,"PAueber","Männlich","Gesamt","65-79 Jahre","Deutschland",1641,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",64.35,54.74,72.93,126,"PAueber","Männlich","Gesamt",">=80 Jahre","Deutschland",200,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
